最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
28.42,0.42,0.12,277579,800333152.0,5.62,1.91,49.32,1.58,0.0,000977,浪潮信息,29.65,28.06,28.3,28.3,41314759630,41288819019,-0.04,3.53,-12.93,0.82,20000608
4.71,-1.46,-0.07,16619,7891195.0,2.09,0.46,-9.92,0.75,-0.21,000978,桂林旅游,4.8,4.7,4.79,4.78,1696071000,1695851632,-0.21,1.16,-14.36,-11.13,20000518
-,-,-,-,-,-,-,-,-,-,000979,中弘退,-,-,-,0.22,-,-,-,-,-,-,20000616
1.5,0.0,0.0,260642,39533356.0,5.33,2.09,-1.46,0.99,0.67,000980,*ST众泰,1.56,1.48,1.54,1.5,3041506932,1868917070,0.67,0.63,2.04,-48.81,20000616
-,-,-,-,-,-,-,215.29,-,-,000981,*ST银亿,-,-,-,2.52,10150534503,6487275312,-,1.52,-,-,20000622
1.14,0.0,0.0,150334,17132266.0,1.75,0.35,225.36,0.84,0.0,000982,*ST 中绒,1.15,1.13,1.14,1.14,4858539840,4858539840,0.0,4.35,-13.64,-38.71,20000706
5.53,1.84,0.1,832490,462552448.0,3.87,2.03,10.61,0.97,0.18,000983,西山煤电,5.65,5.44,5.48,5.43,22653976800,22653959978,0.0,1.02,26.54,19.18,20000726
13.81,-2.2,-0.31,18012,25126059.0,2.97,1.39,97.53,1.3,-0.36,000985,大庆华科,14.19,13.77,14.16,14.12,1790321495,1790321495,-0.22,3.09,5.42,-15.17,20000726
15.56,-5.41,-0.89,399392,641355856.0,6.57,1.5,7.12,0.99,-0.19,000987,越秀金控,16.6,15.52,16.43,16.45,42834886772,41503001389,-0.06,1.83,-14.83,63.79,20000718
23.98,-2.0,-0.49,189959,458718160.0,3.39,1.89,37.15,1.69,0.0,000988,华工科技,24.64,23.81,24.55,24.47,24111954914,24101716053,0.04,3.67,2.92,18.54,20000608
8.3,-1.66,-0.14,44067,36828117.0,2.49,0.75,23.73,1.13,0.36,000989,九 芝 堂,8.47,8.26,8.47,8.44,7215640159,4886688014,0.0,1.86,-15.13,4.4,20000628
13.33,-0.89,-0.12,46128,61758677.0,2.75,0.55,322.4,0.51,0.0,000990,诚志股份,13.62,13.25,13.46,13.45,16702648880,11117554463,0.23,1.03,-7.69,-10.05,20000706
6.04,-2.11,-0.13,38079,23208248.0,2.92,1.02,-437.7,0.92,0.0,000993,闽东电力,6.21,6.03,6.18,6.17,2766026788,2252920000,0.0,1.39,-11.57,-17.71,20000731
-,-,-,-,-,-,-,248.32,-,-,000995,*ST皇台,-,-,-,7.47,1325237760,1325237760,-,12.8,-,-,20000807
9.34,-4.3,-0.42,89671,86178542.0,6.25,2.6,337.04,0.71,-0.21,000996,中国中期,9.88,9.27,9.83,9.76,3222300000,3222300000,0.11,6.72,-3.41,-11.89,20000718
15.55,-1.33,-0.21,65027,101579517.0,1.9,0.64,27.33,0.79,-0.06,000997,新 大 陆,15.85,15.55,15.79,15.76,16334368699,15799189776,-0.06,2.64,-13.32,-1.27,20000807
17.41,-2.08,-0.37,193933,342204128.0,4.5,2.0,-50.62,0.66,0.64,000998,隆平高科,18.08,17.28,17.79,17.78,22928452888,16877156312,0.35,4.01,-12.25,18.35,20001211
25.83,-0.58,-0.15,43059,111857595.0,1.46,0.44,12.12,0.73,-0.04,000999,华润三九,26.18,25.8,26.03,25.98,25284987000,25271950806,0.04,1.84,-6.89,-17.34,20000309
7.98,-4.43,-0.37,249292,201467878.0,5.87,2.84,13.64,1.85,0.25,001696,宗申动力,8.38,7.89,8.37,8.35,9137314822,7015344076,0.25,2.07,-7.85,44.57,19970306
15.77,-1.31,-0.21,18760,29951688.0,2.88,0.32,17.83,0.87,0.06,001872,招商港口,16.19,15.73,16.03,15.98,30315698005,9364400574,-0.19,0.84,0.83,-5.57,19930505
3.81,-2.56,-0.1,94246,36310610.0,2.81,0.82,7.96,1.08,-0.26,001896,豫能控股,3.92,3.81,3.92,3.91,4383739697,4383739697,-0.26,0.71,-3.79,7.02,19980122
23.29,-3.08,-0.74,64340,151622993.0,3.75,0.96,56.59,0.7,0.0,001914,招商积余,24.1,23.2,23.94,24.03,24695459737,15531243136,0.22,3.01,-16.37,15.35,19940928
7.44,-1.33,-0.1,69224,52235387.0,2.79,1.25,27.66,0.84,-0.13,001965,招商公路,7.63,7.42,7.58,7.54,45966014490,4128077460,-0.13,0.95,5.38,-12.37,20171225
13.71,-0.8,-0.11,118686,163584572.0,1.3,0.15,37.17,0.59,-0.07,001979,招商蛇口,13.88,13.7,13.85,13.82,108627655936,108606623425,0.0,1.53,-16.4,-27.99,20151230
33.39,1.8,0.59,270075,911807232.0,4.6,1.27,18.32,2.1,-0.24,002001,新 和 成,34.45,32.94,33.02,32.8,71743834197,70836262711,-0.12,3.84,4.12,46.7,20040625
3.93,1.55,0.06,980267,381102864.0,3.1,3.79,13.07,2.0,0.26,002002,鸿达兴业,3.94,3.82,3.87,3.87,10174755585,10159616144,0.26,1.43,1.03,-4.15,20040625
7.08,-0.42,-0.03,36825,26273628.0,2.25,0.57,11.92,0.7,0.28,002003,伟星股份,7.21,7.05,7.14,7.11,5493021030,4577751552,0.0,2.19,12.38,23.78,20040625
5.6,0.0,0.0,301178,171133507.0,3.21,1.66,16.18,1.94,0.0,002004,华邦健康,5.76,5.58,5.6,5.6,11087547470,10150932898,0.0,1.16,2.75,18.64,20040625
1.38,0.73,0.01,124000,17107908.0,2.92,0.73,-11.09,1.65,0.73,002005,ST德豪,1.4,1.36,1.37,1.37,2435313600,2334818764,0.73,1.07,3.76,-28.87,20040625
5.44,-2.16,-0.12,248148,136629103.0,4.68,5.45,110.92,1.34,0.37,002006,精功科技,5.66,5.4,5.6,5.56,2476070400,2476070400,0.37,2.68,-6.85,16.74,20040625
43.13,-1.37,-0.6,183987,799766032.0,3.77,1.17,61.21,0.56,0.3,002007,华兰生物,44.6,42.95,43.96,43.73,78684936892,67583346531,0.19,11.3,-20.42,61.35,20040625
37.58,-6.93,-2.8,445168,1696548544.0,8.79,4.48,29.48,2.78,-0.32,002008,大族激光,40.35,36.8,40.31,40.38,40100543513,37333851526,-0.16,4.37,6.97,-5.58,20040625
9.1,-2.99,-0.28,88443,82494429.0,5.97,2.39,47.51,0.85,-0.11,002009,天奇股份,9.56,9.0,9.4,9.38,3371999849,3366795787,-0.11,1.6,-7.14,19.42,20040629
5.29,-1.67,-0.09,125796,66935859.0,1.86,0.4,19.43,0.94,0.0,002010,传化智联,5.38,5.28,5.38,5.38,17233839647,16836228376,0.0,1.2,-13.14,-23.11,20040629
3.9,0.52,0.02,76894,30134179.0,3.09,0.84,-14.22,1.73,-0.51,002011,盾安环境,3.98,3.86,3.88,3.88,3577127502,3563919848,0.0,1.64,-6.92,-19.59,20040705
5.68,-1.73,-0.1,86315,49477657.0,2.77,1.85,32.8,0.94,0.35,002012,凯恩股份,5.82,5.66,5.78,5.78,2656112670,2649933801,0.18,1.98,-18.86,0.18,20040705
10.97,-2.05,-0.23,524991,585095984.0,3.84,1.35,51.27,1.09,0.46,002013,中航机电,11.32,10.89,11.21,11.2,42616527935,42615316968,-0.09,3.47,2.43,59.45,20040705
10.34,-1.9,-0.2,20156,20895352.0,3.23,0.4,18.43,1.02,-0.29,002014,永新股份,10.59,10.25,10.52,10.54,5314932926,5184710325,-0.39,2.82,-9.3,10.94,20040708
5.75,-2.21,-0.13,64779,37660876.0,2.21,1.62,9.22,1.01,0.0,002015,协鑫能科,5.88,5.75,5.84,5.88,7776652544,2304046994,-0.35,1.4,-2.54,9.11,20040708
6.59,-2.66,-0.18,51279,34084102.0,3.1,0.75,6.19,1.28,-0.6,002016,世荣兆业,6.78,6.57,6.77,6.77,5331940215,4526312715,-0.3,1.4,-7.83,-23.9,20040708
10.5,-2.6,-0.28,36149,38275638.0,2.97,0.81,147.23,1.0,-0.1,002017,东信和平,10.81,10.49,10.73,10.78,4688103882,4673947289,0.0,3.34,-15.59,-29.44,20040713
-,-,-,-,-,-,-,-,-,-,002018,华信退,-,-,-,0.26,-,-,-,-,-,-,20040713
21.87,-2.89,-0.65,106990,236117740.0,3.46,1.3,22.22,0.87,0.0,002019,亿帆医药,22.58,21.8,22.51,22.52,27002387674,18036371549,-0.05,3.22,-25.13,35.42,20040713
10.93,-1.97,-0.22,47691,52716296.0,2.33,0.81,15.52,1.31,-0.18,002020,京新药业,11.19,10.93,11.15,11.15,7711199992,6454666829,-0.18,2.12,-6.5,5.2,20040715
2.01,-0.5,-0.01,20326,4102099.0,0.99,0.3,-40.29,0.72,0.0,002021,ST中捷,2.03,2.01,2.02,2.02,1382508230,1381753073,0.0,2.02,-26.37,-18.95,20040715
17.4,-2.85,-0.51,64879,114153112.0,3.29,1.26,16.72,1.35,0.06,002022,科华生物,17.96,17.37,17.89,17.91,8957203198,8928566504,-0.06,3.11,-7.74,49.74,20040721
15.21,4.18,0.61,304173,463719984.0,5.55,4.61,-541.12,2.81,-0.39,002023,海特高新,15.45,14.64,14.72,14.6,11510791156,10027656664,-0.13,3.28,-9.68,26.54,20040721
8.66,-3.88,-0.35,606601,529007072.0,3.66,0.78,110.52,2.61,0.0,002024,苏宁易购,8.92,8.59,8.92,9.01,80624943412,67321388350,0.0,0.93,-9.13,-13.92,20040721
50.64,-4.47,-2.37,49336,255751499.0,5.41,1.15,53.01,1.06,-0.33,002025,航天电器,53.37,50.5,52.92,53.01,21724560000,21719433814,-0.37,6.63,5.41,91.67,20040726
10.57,-3.21,-0.35,92538,98425278.0,3.57,2.2,19.99,0.84,0.38,002026,山东威达,10.91,10.52,10.91,10.92,4440440289,4440440289,-0.19,1.8,0.48,105.64,20040727
10.19,-1.64,-0.17,553778,570934704.0,3.19,0.38,50.93,0.67,0.0,002027,分众传媒,10.5,10.17,10.49,10.36,149567600053,149567600053,0.1,9.85,36.41,64.62,20040804
21.72,-4.15,-0.94,113449,251244949.0,4.41,1.92,14.93,1.37,-0.28,002028,思源电气,22.6,21.6,22.6,22.66,16572206266,12815895796,0.28,2.84,-11.74,58.89,20040805
5.3,-1.85,-0.1,33045,17689841.0,2.22,0.45,50.24,0.97,-0.19,002029,七 匹 狼,5.42,5.3,5.4,5.4,4005051000,3895249140,0.0,0.69,-9.25,-7.83,20040806
33.09,-2.22,-0.75,164500,548900640.0,2.9,1.92,14.16,0.9,0.15,002030,达安基因,33.98,33.0,33.98,33.84,29025018249,28337582301,0.18,8.64,-3.02,217.26,20040809
2.02,-4.72,-0.1,423102,87369803.0,5.19,2.24,352.16,1.56,-0.49,002031,巨轮智能,2.13,2.02,2.13,2.12,4442779253,3822387883,-0.49,1.44,-16.18,2.02,20040816
71.92,-0.54,-0.39,9935,72030611.0,1.56,0.16,40.97,0.75,0.06,002032,苏 泊 尔,72.94,71.81,72.31,72.31,59052351211,43956863049,-0.04,8.99,-11.08,-4.68,20040817
6.23,-2.2,-0.14,24681,15526866.0,3.14,0.45,52.94,0.97,0.16,002033,丽江股份,6.4,6.2,6.4,6.37,3423327130,3423261528,0.16,1.35,-11.76,1.63,20040825
15.59,-3.53,-0.57,27223,43214398.0,4.15,1.01,13.03,1.24,-0.19,002034,旺能环境,16.25,15.58,16.21,16.16,6569081052,4190292095,-0.26,1.48,-19.89,5.98,20040826
9.19,-1.71,-0.16,78892,73119922.0,2.25,1.01,21.99,0.8,-0.11,002035,华帝股份,9.4,9.19,9.36,9.35,7988226678,7200834830,-0.11,2.68,-17.13,-29.95,20040901
11.32,-4.47,-0.53,200200,232542065.0,4.89,2.16,42.42,0.71,-0.7,002036,联创电子,11.88,11.3,11.82,11.85,11862182743,10473802232,-0.7,3.23,-7.44,-13.46,20040903
7.28,-3.32,-0.25,26529,19609514.0,4.25,0.81,40.05,1.27,-0.14,002037,保利联合,7.57,7.25,7.51,7.53,3549912250,2383240205,0.0,1.04,-6.43,6.59,20040908
11.04,-1.87,-0.21,56736,63024670.0,2.4,0.67,28.05,0.94,0.0,002038,双鹭药业,11.28,11.01,11.28,11.25,11341944000,9403333060,0.09,2.31,-11.47,-14.75,20040909
15.48,-0.83,-0.13,22677,35217729.0,1.28,0.74,7.84,0.81,0.06,002039,黔源电力,15.66,15.46,15.66,15.61,4727571288,4727519058,0.0,1.48,-2.7,8.48,20050303
6.4,-4.19,-0.28,63475,41497965.0,4.79,1.31,24.23,1.17,-0.31,002040,南 京 港,6.72,6.4,6.7,6.68,3097387520,3097387520,-0.16,1.12,-4.05,-8.18,20050325
17.69,-1.67,-0.3,106794,191810027.0,3.06,1.21,199.99,0.56,-0.17,002041,登海种业,18.22,17.67,17.93,17.99,15567200000,15567200000,-0.23,5.47,-0.62,84.85,20050418
7.36,-0.81,-0.06,180348,132116812.0,3.23,1.19,-34.41,0.81,0.27,002042,华孚时尚,7.47,7.23,7.42,7.42,11182604085,11173549908,0.14,1.93,31.43,2.22,20050427
8.99,-0.88,-0.08,60370,54606946.0,1.98,0.84,27.07,0.83,0.0,002043,兔 宝 宝,9.15,8.97,9.06,9.07,6965056458,6464091234,0.0,4.22,-27.67,26.62,20050510
12.54,-1.65,-0.21,393059,503484416.0,4.71,1.03,-71.19,0.83,0.0,002044,美年健康,13.11,12.51,12.75,12.75,49084744194,48032757788,-0.08,7.17,-17.28,-15.78,20050518
8.31,-2.35,-0.2,35240,29774306.0,3.41,0.75,19.73,1.19,-0.12,002045,国光电器,8.58,8.29,8.51,8.51,3892270317,3882146867,-0.24,1.95,-6.21,-31.38,20050523
8.39,-3.56,-0.31,54555,46479422.0,3.79,1.33,59.97,1.29,0.0,002046,轴研科技,8.7,8.37,8.66,8.7,4399288764,3428987337,0.12,1.6,-8.9,24.67,20050526
4.36,-1.58,-0.07,119176,52648795.0,2.93,0.89,29.76,0.49,-0.23,002047,宝鹰股份,4.48,4.35,4.47,4.43,5848054576,5823301016,0.0,1.38,-8.21,-24.44,20050531
16.02,-2.79,-0.46,75380,122053350.0,3.09,1.38,12.37,0.99,0.13,002048,宁波华翔,16.47,15.96,16.41,16.48,10032161570,8729049802,0.0,1.0,-9.75,4.71,20050603
112.59,1.16,1.29,166913,1904136928.0,6.38,2.75,74.85,1.25,0.43,002049,紫光国微,116.9,109.8,110.0,111.3,68321635017,68234129957,0.04,14.17,-0.61,121.76,20050606
23.13,-4.81,-1.17,433959,1026043728.0,7.16,1.23,57.05,1.47,0.04,002050,三花智控,24.64,22.9,24.1,24.3,83083926325,81430122836,-0.09,8.65,10.3,76.3,20050607
7.27,-1.36,-0.1,31008,22716275.0,2.17,0.28,52.54,0.91,0.0,002051,中工国际,7.41,7.25,7.41,7.37,8995962972,8081608340,0.14,0.85,-5.46,-24.03,20060619
1.21,-0.82,-0.01,296503,36135364.0,4.1,3.97,-10.47,0.83,0.83,002052,*ST同洲,1.24,1.19,1.21,1.22,902611230,902607401,0.0,2.65,-17.69,-61.95,20060627
7.52,-0.66,-0.05,8061,6110973.0,2.25,0.14,24.83,0.83,0.0,002053,云南能投,7.68,7.51,7.55,7.57,5722558816,4198636607,-0.13,1.39,-15.03,5.03,20060627
8.76,-3.31,-0.3,104080,92912948.0,5.41,3.35,23.38,0.85,-0.11,002054,德美化工,9.21,8.72,9.12,9.06,3672462053,2721077269,-0.34,1.88,11.45,15.72,20060725
14.13,-3.81,-0.56,78210,112411348.0,3.95,1.8,22.56,1.22,0.07,002055,得润电子,14.68,14.1,14.58,14.69,6690351245,6127492403,0.14,3.15,-21.8,31.56,20060725
13.48,-0.07,-0.01,168366,227918535.0,2.15,1.04,25.18,0.69,-0.07,002056,横店东磁,13.67,13.38,13.48,13.49,22155728000,21896102324,-0.07,3.91,9.5,67.45,20060802
7.31,-3.56,-0.27,103141,76872223.0,4.35,1.79,26.08,1.07,-0.14,002057,中钢天源,7.63,7.3,7.59,7.58,4205353643,4205353643,0.0,2.78,-7.7,-19.76,20060802
17.07,-0.06,-0.01,5725,9848482.0,2.99,0.4,-1216.94,0.8,0.06,002058,威 尔 泰,17.52,17.01,17.13,17.08,2448663027,2444428797,0.18,14.09,0.47,-24.27,20060802
4.73,-2.87,-0.14,31254,14977412.0,3.08,0.43,-114.21,1.23,-0.21,002059,云南旅游,4.88,4.73,4.87,4.87,4788816665,3456648884,0.0,2.13,-27.79,-4.64,20060810
3.12,-0.64,-0.02,56742,17764946.0,1.27,0.47,16.09,0.84,0.32,002060,粤 水 电,3.15,3.11,3.14,3.14,3751057621,3749974741,0.0,1.12,-6.59,5.05,20060810
5.38,-1.65,-0.09,47685,25803435.0,1.65,0.35,12.6,0.89,0.0,002061,浙江交科,5.46,5.37,5.44,5.47,7400971241,7400971241,0.0,0.93,-7.4,-6.43,20060816
4.22,-1.17,-0.05,34076,14457367.0,1.64,0.35,14.2,0.87,0.0,002062,宏润建设,4.28,4.21,4.28,4.27,4652550000,4074413384,0.0,1.36,-12.63,21.97,20060816
8.09,-1.7,-0.14,96128,78308335.0,1.7,0.95,48.32,0.98,-0.12,002063,远光软件,8.23,8.09,8.22,8.23,8919112646,8205743857,-0.12,3.47,-15.29,-12.35,20060823
9.19,-1.5,-0.14,228659,213220005.0,4.29,1.5,25.73,0.93,0.44,002064,华峰氨纶,9.53,9.13,9.3,9.33,42582041641,13963113228,0.44,4.03,7.49,48.23,20060823
9.26,-0.75,-0.07,238411,222498281.0,2.47,0.85,35.17,0.87,0.11,002065,东华软件,9.48,9.25,9.31,9.33,28849366793,25998952454,0.0,2.89,-21.06,-9.83,20060823
9.28,-3.53,-0.34,11656,10968824.0,4.26,0.5,138.75,0.67,-0.11,002066,瑞泰科技,9.69,9.28,9.69,9.62,2143680000,2143680000,0.0,4.63,-6.92,18.22,20060823
3.53,-1.12,-0.04,122183,43599073.0,2.52,1.25,14.46,0.74,0.0,002067,景兴纸业,3.61,3.52,3.58,3.57,3922539530,3436723280,0.28,0.87,-5.36,6.65,20060915
6.19,-0.48,-0.03,229321,143400576.0,3.7,3.15,862.94,0.86,-0.16,002068,黑猫股份,6.41,6.18,6.22,6.22,4610272359,4500109319,0.0,1.57,21.37,28.69,20060915
4.71,1.29,0.06,496375,233585420.0,10.32,7.21,106.82,1.1,1.07,002069,獐子岛,4.92,4.44,4.49,4.65,3349338434,3244282590,0.64,192.96,9.79,75.75,20060928
-,-,-,-,-,-,-,-,-,-,002070,众和退,-,-,-,0.71,-,-,-,-,-,-,20061012
1.4,5.26,0.07,424688,59041390.0,5.26,8.13,-7.42,1.86,0.0,002071,*ST长城,1.4,1.33,1.35,1.33,735601829,731515810,0.0,-0.87,-18.6,-59.42,20061012
4.47,-0.89,-0.04,10825,4867825.0,1.55,0.71,141.53,0.67,0.0,002072,ST凯瑞,4.53,4.46,4.51,4.51,786720000,683548377,0.22,28.35,-13.87,-23.2,20061018
4.27,-2.29,-0.1,82253,35774315.0,3.2,0.88,139.1,0.85,-0.47,002073,软控股份,4.41,4.27,4.41,4.37,3988123098,3987889956,-0.47,0.92,-8.76,-8.76,20061018
29.5,-1.67,-0.5,487296,1458402096.0,2.9,4.13,332.28,1.28,-0.14,002074,国轩高科,30.28,29.41,29.77,30.0,37776062426,34768922165,0.0,3.59,24.89,102.75,20061018
11.66,-1.69,-0.2,280047,330622912.0,2.78,1.27,44.56,0.56,-0.17,002075,沙钢股份,11.96,11.63,11.87,11.86,25730958862,25730941372,-0.17,5.13,-6.5,90.21,20061025
1.77,-2.21,-0.04,56498,9946513.0,3.87,1.12,-40.23,1.72,0.0,002076,*ST雪莱,1.8,1.73,1.79,1.81,1352480072,892466888,-0.56,-8.48,-22.03,-28.63,20061025
6.86,-3.38,-0.24,76014,52737675.0,4.51,1.4,28.2,0.96,0.44,002077,*ST大港,7.13,6.81,7.12,7.1,3981190799,3734211845,0.15,1.37,5.05,15.29,20061116
14.93,-1.91,-0.29,104396,158395168.0,3.02,0.4,21.08,0.65,-0.13,002078,太阳纸业,15.38,14.92,15.19,15.22,38855303546,38692092518,0.0,2.52,10.02,53.29,20061116
11.49,-7.19,-0.89,584958,686835056.0,7.19,8.05,84.26,1.29,1.06,002079,苏州固锝,12.17,11.28,12.08,12.38,8364392386,8347784613,0.35,4.71,-1.71,-2.63,20061116
-,-,-,-,-,-,-,15.68,-,-,002080,中材科技,-,-,-,19.29,32371003935,32371003935,-,2.79,-,-,20061120
10.85,1.5,0.16,362009,394504128.0,3.46,1.39,12.74,2.44,-0.09,002081,金 螳 螂,10.98,10.61,10.7,10.69,29114441776,28265661281,0.18,1.77,0.65,25.87,20061120
13.24,0.91,0.12,37094,48610641.0,3.28,1.56,50.83,1.48,0.38,002082,万邦德,13.34,12.91,13.06,13.12,8185270256,3151120000,-0.08,3.36,0.0,42.37,20061120
4.89,-2.59,-0.13,131752,65034244.0,3.19,1.51,15.03,1.28,0.0,002083,孚日股份,5.03,4.87,5.01,5.02,4440187145,4275644341,0.2,1.18,-5.05,-20.1,20061124
8.99,8.97,0.74,207912,186264678.0,4.61,3.8,38.57,2.69,1.35,002084,海鸥住工,9.08,8.7,8.73,8.25,4985840767,4924678120,0.9,2.91,-25.7,52.37,20061124
7.11,-3.66,-0.27,379272,274112224.0,4.34,1.79,28.41,0.95,0.28,002085,万丰奥威,7.38,7.06,7.38,7.38,15548714511,15028659462,-0.14,2.96,0.42,4.56,20061128
2.01,-3.37,-0.07,130068,26285614.0,4.33,2.09,69.15,0.91,-0.5,002086,*ST东洋,2.07,1.98,2.06,2.08,1520263500,1252829935,0.0,0.87,14.2,-45.68,20061128
4.03,-1.71,-0.07,277047,113293333.0,3.41,3.4,14.5,0.94,0.0,002087,新野纺织,4.15,4.01,4.1,4.1,3291681170,3287023727,0.0,0.77,1.0,13.84,20061130
11.98,-0.83,-0.1,30154,36554904.0,2.32,0.96,14.63,0.54,-0.25,002088,鲁阳节能,12.26,11.98,12.14,12.08,4332975913,3781341838,-0.42,1.94,23.51,19.44,20061130
2.21,1.84,0.04,121789,27242267.0,3.69,1.03,-50.01,1.8,-0.45,002089,ST新海,2.27,2.19,2.22,2.17,3038019851,2612696485,0.0,2.39,-18.45,19.46,20061130
8.2,-3.98,-0.34,42453,35341941.0,4.33,1.06,83.18,0.72,0.12,002090,金智科技,8.54,8.17,8.52,8.54,3314972475,3274212358,0.12,2.53,-8.17,-22.57,20061208
6.85,-2.14,-0.15,320792,222292081.0,3.57,2.12,13.54,1.76,-0.15,002091,江苏国泰,7.1,6.85,6.97,7.0,10710225696,10357890357,-0.29,1.21,9.95,2.7,20061208
6.02,-0.99,-0.06,196801,119711406.0,2.96,0.92,-21.71,0.73,0.17,002092,中泰化学,6.19,6.01,6.08,6.08,12921626580,12920802141,-0.17,0.7,19.21,-11.08,20061208
7.92,-3.65,-0.3,71112,57293669.0,4.01,0.71,62.64,1.22,0.0,002093,国脉科技,8.24,7.91,8.24,8.22,7979400000,7940957508,-0.25,2.34,-10.61,-1.61,20061215
3.86,-2.77,-0.11,85454,33430619.0,3.78,1.24,-41.07,0.5,0.0,002094,青岛金王,4.0,3.85,3.97,3.97,2666864539,2665150699,-0.26,0.94,-13.45,-19.58,20061215
17.18,-1.72,-0.3,16769,28968911.0,2.57,0.67,168.17,0.47,0.29,002095,生 意 宝,17.55,17.1,17.48,17.48,4341729600,4323892139,0.06,4.85,-18.11,-22.72,20061215
14.12,-3.62,-0.53,73186,105006665.0,6.01,1.97,124.72,0.66,0.71,002096,南岭民爆,14.78,13.9,14.56,14.65,5242572440,5236430240,1.44,2.57,67.1,117.9,20061222
8.12,-2.52,-0.21,146207,120715280.0,3.72,1.58,12.94,0.65,0.0,002097,山河智能,8.42,8.11,8.37,8.33,8830479416,7494170991,-0.12,1.64,-7.83,40.48,20061222
6.25,5.04,0.3,161224,100282393.0,9.75,4.5,27.26,1.2,-0.16,002098,浔兴股份,6.47,5.89,5.95,5.95,2237500000,2237500000,0.48,3.29,9.08,-10.33,20061222
8.71,-1.25,-0.11,80093,69916284.0,1.81,0.5,29.22,0.82,0.0,002099,海翔药业,8.83,8.67,8.8,8.82,14099009854,13996852554,0.11,2.51,8.47,27.71,20061226
13.08,-2.9,-0.39,124128,164980153.0,3.41,1.15,7.14,0.91,-0.23,002100,天康生物,13.54,13.08,13.5,13.47,14062765028,14062765028,-0.23,2.35,-17.63,3.97,20061226
7.67,0.92,0.07,57332,43569577.0,2.5,1.08,39.32,1.04,0.52,002101,广东鸿图,7.68,7.49,7.63,7.6,4065586017,4056408862,0.26,0.91,4.35,7.42,20061229
1.8,-1.64,-0.03,112483,20378849.0,2.19,0.57,12.4,1.12,0.0,002102,ST冠福,1.83,1.79,1.83,1.83,4740905322,3536092355,0.0,1.37,-5.76,-18.55,20061229
5.03,-1.57,-0.08,47565,24022440.0,1.96,1.32,278.75,0.97,-0.2,002103,广博股份,5.13,5.03,5.12,5.11,2687392954,1816289319,-0.2,2.6,-12.67,2.65,20070110
7.89,-2.59,-0.21,109030,87166625.0,3.09,1.85,90.17,1.06,0.0,002104,恒宝股份,8.13,7.88,8.1,8.1,5498709483,4639850437,-0.13,2.79,-17.64,3.14,20070110
8.24,-6.89,-0.61,79549,67353096.0,7.57,2.16,20.19,1.4,-0.24,002105,信隆健康,8.89,8.22,8.89,8.85,3036440000,3036440000,-0.24,5.03,3.65,42.07,20070112
11.83,-3.59,-0.44,169852,204086848.0,4.32,2.41,19.82,1.02,-0.17,002106,莱宝高科,12.35,11.82,12.2,12.27,8349805173,8329966239,-0.17,1.94,-20.12,25.72,20070112
8.52,-1.27,-0.11,21908,18762734.0,1.62,0.39,26.2,1.07,0.0,002107,沃华医药,8.65,8.51,8.61,8.63,4917825792,4799536029,0.12,6.39,-11.71,61.67,20070124
4.77,-4.02,-0.2,407470,198392295.0,4.43,2.87,21.31,1.54,0.21,002108,沧州明珠,4.98,4.76,4.95,4.97,6763498429,6763498429,0.0,1.97,-9.83,23.58,20070124
3.49,0.0,0.0,100192,34797787.0,2.58,0.95,31.35,1.14,0.58,002109,兴化股份,3.52,3.43,3.48,3.49,3674777314,3674777314,0.0,0.97,1.16,3.87,20070126
6.89,-0.58,-0.04,141364,97679511.0,1.15,0.64,6.42,0.61,0.15,002110,三钢闽光,6.95,6.87,6.9,6.93,16891360280,15182690708,0.0,0.85,-1.29,-24.37,20070126
15.81,-2.83,-0.46,53539,85941611.0,3.38,1.57,18.92,1.38,-0.06,002111,威海广泰,16.35,15.8,16.28,16.27,6036692838,5379916032,-0.13,1.97,0.38,2.86,20070126
8.82,-1.34,-0.12,63826,56774180.0,6.04,3.21,50.71,0.92,0.8,002112,三变科技,9.15,8.61,8.98,8.94,1778112000,1753441516,1.61,4.37,-5.36,28.95,20070208
1.57,-4.85,-0.08,261347,41403049.0,5.45,2.78,4.35,2.79,0.0,002113,*ST天润,1.66,1.57,1.65,1.65,2371558826,1477090110,0.0,4.61,12.95,-19.9,20070208
7.17,0.28,0.02,123655,89750184.0,4.9,3.82,-15.58,1.1,-0.14,002114,罗平锌电,7.48,7.13,7.21,7.15,2318744064,2318712201,0.0,1.59,7.34,-3.76,20070215
6.92,-1.28,-0.09,63967,44710437.0,2.14,1.17,213.21,1.01,-0.43,002115,三维通信,7.06,6.91,7.05,7.01,4961383399,3799277531,0.0,1.98,-19.81,-21.72,20070215
7.09,-0.28,-0.02,8962,6392485.0,1.83,0.22,123.98,0.43,-0.28,002116,中国海诚,7.21,7.08,7.11,7.11,2960989170,2952110073,0.0,2.15,-4.83,-8.4,20070215
9.84,-1.8,-0.18,36604,36265870.0,2.59,0.67,33.49,0.46,0.1,002117,东港股份,10.08,9.82,10.03,10.02,5369357583,5367632896,0.0,3.49,-17.24,-18.34,20070302
